,Rating ,Customer Id,Date,Variation,Verified_reviews,feedback,Positive / Negative,Verbs (Lamatize),Latest Review,Unique customer Flag,Identify_Words
2455,5,11002512,2018-07-31,Black  Dot, ,1,Negative,[], ,False,[]
2457,5,11002514,2018-07-31,Black  Dot,Echos are great I have a few of them through out our home .  All in voice range to ask a question. Say a command to turn lights on or off. Or my favorite is play music all though the house.,1,Negative,"[are, have, ask, Say, turn, is, play]",Echos are great I have a few of them through out our home .  All in voice range to ask a question. Say a command to turn lights on or off. Or my favorite is play music all though the house.,False,[]
350,1,11000407,2018-07-31,Black,Item no longer works after just 5 months of use. Will not connect to wifi and unresponsive to reset requests.,0,Negative,"[works, Will, connect, wifi, reset]",Item no longer works after just 5 months of use. Will not connect to wifi and unresponsive to reset requests.,False,[]
2458,5,11002515,2018-07-31,Black  Dot,"Love it , this time it's a gift  for friend",1,Positive,"[Love, 's]","Love it , this time it's a gift  for friend",False,[]
2808,5,11002865,2018-07-31,Black  Dot,Echos are great I have a few of them through out our home .  All in voice range to ask a question. Say a command to turn lights on or off. Or my favorite is play music all though the house.,1,Negative,"[are, have, ask, Say, turn, is, play]",Echos are great I have a few of them through out our home .  All in voice range to ask a question. Say a command to turn lights on or off. Or my favorite is play music all though the house.,False,[]
2807,4,11002864,2018-07-31,Black  Dot,I like how it will connect to bluetooth without an adapter like the Google. Only reason for 4 stars is volume level without external speaker. Easy to use.,1,Negative,"[like, will, connect, bluetooth, is, use]",I like how it will connect to bluetooth without an adapter like the Google. Only reason for 4 stars is volume level without external speaker. Easy to use.,False,['like']
2806,5,11002863,2018-07-31,Black  Dot, ,1,Negative,[], ,False,[]
2805,5,11002862,2018-07-31,Black  Dot,Family loved it!,1,Positive,[loved],Family loved it!,False,[]
2804,5,11002861,2018-07-31,Black  Dot,I like that it responds every time. It was easy to set up.  I'm still learning what I can do with it. I may like a better speaker more.,1,Negative,"[like, responds, was, set, 'm, learning, can, do, may, like]",I like that it responds every time. It was easy to set up.  I'm still learning what I can do with it. I may like a better speaker more.,False,['like']
2803,5,11002860,2018-07-31,Black  Dot,beyond awesome,1,Negative,[],beyond awesome,False,[]
2802,5,11002859,2018-07-31,White  Dot,Small device that my kids like to ask questions. Very handy friendly interactive,1,Negative,"[like, ask]",Small device that my kids like to ask questions. Very handy friendly interactive,False,['like']
2801,5,11002858,2018-07-31,Black  Dot,"I set her up to play through our home theater system. So fat we are just using her for weather forecasts, cooking timers, and we really enjoy the music!",1,Negative,"[set, play, are, using, enjoy]","I set her up to play through our home theater system. So fat we are just using her for weather forecasts, cooking timers, and we really enjoy the music!",False,[]
2800,5,11002857,2018-07-31,Black  Dot,"The echo dot was easy to set up and use. It helps provide music, etc. to small spaces and was just what I was looking for.",1,Negative,"[was, set, use, helps, provide, was, was, looking]","The echo dot was easy to set up and use. It helps provide music, etc. to small spaces and was just what I was looking for.",False,['Echo Dot']
700,5,11000757,2018-07-31,Heather Gray Fabric ,"I received the echo as a gift. I needed another Bluetooth or something to play music easily accessible, and found this smart speaker. Can’t wait to see what else it can do.",1,Negative,"[received, needed, play, found, Ca, wait, see, can, do]","I received the echo as a gift. I needed another Bluetooth or something to play music easily accessible, and found this smart speaker. Can’t wait to see what else it can do.",False,[]
701,3,11000758,2018-07-31,Sandstone Fabric ,"Without having a cellphone, I cannot use many of her features. I have an iPad but do not see that of any use.  It IS a great alarm.  If u r almost deaf, you can hear her alarm in the bedroom from out in the living room, so that is reason enough to keep her.It is fun to ask random questions to hear her response.  She does not seem to be very smartbon politics yet.",1,Negative,"[having, can, use, have, do, see, IS, can, hear, is, keep, is, ask, hear, does, seem, be]","Without having a cellphone, I cannot use many of her features. I have an iPad but do not see that of any use.  It IS a great alarm.  If u r almost deaf, you can hear her alarm in the bedroom from out in the living room, so that is reason enough to keep her.It is fun to ask random questions to hear her response.  She does not seem to be very smartbon politics yet.",False,[]
702,5,11000759,2018-07-31,Charcoal Fabric ,I think this is the 5th one I've purchased. I'm working on getting one in every room of my house. I really like what features they offer specifily playing music on all Echos and controlling the lights throughout my house.,1,Negative,"[think, is, 've, purchased, 'm, working, getting, like, features, offer, playing, controlling]",I think this is the 5th one I've purchased. I'm working on getting one in every room of my house. I really like what features they offer specifily playing music on all Echos and controlling the lights throughout my house.,False,"['Purchase', 'Purchased', 'like']"
1750,4,11001807,2018-07-31,Black  Plus,We use Alexa primarily for listening to music and checking the weather. We are still learning other ways to use her. Everything has been ready and hands free so far. The speaker has great volume and sound!,1,Negative,"[use, listening, checking, are, learning, use, has, been, has]",We use Alexa primarily for listening to music and checking the weather. We are still learning other ways to use her. Everything has been ready and hands free so far. The speaker has great volume and sound!,False,"['Alexa', 'Sound']"
1050,5,11001107,2018-07-31,Black  Spot,I used the product for my phone to look up the weather and watch videos,1,Negative,"[used, look, watch]",I used the product for my phone to look up the weather and watch videos,False,[]
1051,4,11001108,2018-07-31,White  Spot,"Don’t use it for much as I thought we would. Synced with Kasa-Cam and use it to check up on our baby in the crib a lot. Lyrics for music is cool, too. Other than that it’s used as a clock and standard dot’ish features.",1,Negative,"[Do, use, thought, would, Synced, use, check, is, ’s, used]","Don’t use it for much as I thought we would. Synced with Kasa-Cam and use it to check up on our baby in the crib a lot. Lyrics for music is cool, too. Other than that it’s used as a clock and standard dot’ish features.",False,[]
2136,5,11002193,2018-07-31,Configuration: Fire TV Stick,We love the Fire TV Stick and will love it even more when we sever our cable connection when our service agreement expires.,1,Positive,"[love, will, love, sever, expires]",We love the Fire TV Stick and will love it even more when we sever our cable connection when our service agreement expires.,False,[]
2135,5,11002192,2018-07-31,Configuration: Fire TV Stick,Ummm... TV like everyone else.,1,Negative,[],Ummm... TV like everyone else.,False,['like']
2134,5,11002191,2018-07-31,Configuration: Fire TV Stick,Great product we listen to music all the time,1,Negative,[listen],Great product we listen to music all the time,False,[]
2133,5,11002190,2018-07-31,Configuration: Fire TV Stick,Absolutely love it,1,Positive,[love],Absolutely love it,False,[]
2114,5,11002171,2018-07-31,Configuration: Fire TV Stick,Great!!,1,Negative,[],Great!!,False,[]
2113,2,11002170,2018-07-31,Configuration: Fire TV Stick,Fast to load. But keeps rebooting  in middle of shows,0,Negative,"[load, keeps, rebooting]",Fast to load. But keeps rebooting  in middle of shows,False,[]
2112,2,11002169,2018-07-31,Configuration: Fire TV Stick,It is much more difficult to use than the Chromecast.,0,Negative,"[is, use]",It is much more difficult to use than the Chromecast.,False,[]
2111,4,11002168,2018-07-31,Configuration: Fire TV Stick,Works as expected,1,Negative,[expected],Works as expected,False,[]
2110,5,11002167,2018-07-31,Configuration: Fire TV Stick,I put it on a TV that didn’t have a great picture and it now looks like a new TV,1,Negative,"[put, did, have, looks]",I put it on a TV that didn’t have a great picture and it now looks like a new TV,False,['like']
2109,5,11002166,2018-07-31,Configuration: Fire TV Stick,Using it to stream Amazon Prime and Netflix.,1,Negative,"[Using, stream]",Using it to stream Amazon Prime and Netflix.,False,[]
2108,5,11002165,2018-07-31,Configuration: Fire TV Stick,It works great,1,Negative,[works],It works great,False,[]
2107,5,11002164,2018-07-31,Configuration: Fire TV Stick, ,1,Negative,[], ,False,[]
2106,5,11002163,2018-07-31,Configuration: Fire TV Stick,Works great. Bought as a gift for my boyfriend. Easy & fun to use.,1,Negative,"[Works, Bought, use]",Works great. Bought as a gift for my boyfriend. Easy & fun to use.,False,['Bought']
2105,5,11002162,2018-07-31,Configuration: Fire TV Stick,Cord cutting,1,Negative,[],Cord cutting,False,[]
2104,4,11002161,2018-07-31,Configuration: Fire TV Stick, ,1,Negative,[], ,False,[]
2103,5,11002160,2018-07-31,Configuration: Fire TV Stick,I don't know why I held out on getting this for so long.,1,Negative,"[do, know, held, getting]",I don't know why I held out on getting this for so long.,False,[]
2102,5,11002159,2018-07-31,Configuration: Fire TV Stick,I LOVE my Firestick.,1,Positive,[LOVE],I LOVE my Firestick.,False,[]
2101,5,11002158,2018-07-31,Configuration: Fire TV Stick,We love it! Finally got one for everyone in the home. Most importantly we’re saving money that would have otherwise gone to cable.,1,Positive,"[love, got, ’re, saving, would, have, gone]",We love it! Finally got one for everyone in the home. Most importantly we’re saving money that would have otherwise gone to cable.,False,[]
2100,5,11002157,2018-07-31,Configuration: Fire TV Stick,Ideal when you have Amazon Prime.. My very first Fire TV Stick... I should have purchased one a long time ago.... I wish I bought 2 or 3 on Amazon Prime Day..... And not to forget the fantastic Alexa features..,1,Negative,"[have, should, have, purchased, wish, bought, forget]",Ideal when you have Amazon Prime.. My very first Fire TV Stick... I should have purchased one a long time ago.... I wish I bought 2 or 3 on Amazon Prime Day..... And not to forget the fantastic Alexa features..,False,"['Alexa', 'Purchase', 'Purchased', 'Bought']"
2115,5,11002172,2018-07-31,Configuration: Fire TV Stick,Works great and it's so easy to use that my 4 year old can navigate it.,1,Negative,"['s, use, can, navigate]",Works great and it's so easy to use that my 4 year old can navigate it.,False,[]
2116,5,11002173,2018-07-31,Configuration: Fire TV Stick,I live this item.  I bought several for each room in the house and as a gift for my Mom.  I also use mine to travel with.,1,Negative,"[live, bought, use, travel]",I live this item.  I bought several for each room in the house and as a gift for my Mom.  I also use mine to travel with.,False,['Bought']
2117,4,11002174,2018-07-31,Configuration: Fire TV Stick,I love how I can just push the microphone button on the remote and ask it to open any show and it'll find whether it's on Hulu or Netflix and sign me in and start the show... Pretty amazing but each new technology sure is making me lazy or lol :-),1,Positive,"[love, can, push, ask, open, 'll, find, 's, sign, start, is, making]",I love how I can just push the microphone button on the remote and ask it to open any show and it'll find whether it's on Hulu or Netflix and sign me in and start the show... Pretty amazing but each new technology sure is making me lazy or lol :-),False,[]
2126,5,11002183,2018-07-31,Configuration: Fire TV Stick,Very easy to install. Voice control is great.,1,Negative,"[install, is]",Very easy to install. Voice control is great.,False,[]
2132,5,11002189,2018-07-31,Configuration: Fire TV Stick,Streaming is easy.  I love it because I can watch Netflix in my bedroom on my TV and not my Ipad,1,Positive,"[is, love, can, watch]",Streaming is easy.  I love it because I can watch Netflix in my bedroom on my TV and not my Ipad,False,[]
2131,5,11002188,2018-07-31,Configuration: Fire TV Stick, ,1,Negative,[], ,False,[]
2130,4,11002187,2018-07-31,Configuration: Fire TV Stick,One problem you need to buy an app from amazon to mirroring your iphone .. app price 2.99$ .. other than that the device is perfect,1,Negative,"[need, buy, mirroring, is]",One problem you need to buy an app from amazon to mirroring your iphone .. app price 2.99$ .. other than that the device is perfect,False,[]
2129,5,11002186,2018-07-31,Configuration: Fire TV Stick,"I am guilty of not setting this up, I had my youngest daughter do it. She did not seem to have much trouble figuring it out. So I would have to assume it was not very difficult. I have not tried to use it  yet but my oldest seems to like it so she ordered one for herself.",1,Negative,"[am, setting, had, do, did, seem, have, figuring, would, have, assume, was, have, tried, use, seems, like, ordered]","I am guilty of not setting this up, I had my youngest daughter do it. She did not seem to have much trouble figuring it out. So I would have to assume it was not very difficult. I have not tried to use it  yet but my oldest seems to like it so she ordered one for herself.",False,['like']
2128,3,11002185,2018-07-31,Configuration: Fire TV Stick,Great buy at $20!,1,Negative,[buy],Great buy at $20!,False,[]
2127,4,11002184,2018-07-31,Configuration: Fire TV Stick,Love it!,1,Positive,[Love],Love it!,False,[]
2125,5,11002182,2018-07-31,Configuration: Fire TV Stick,Love the fire stick. I can download watch great movies. Instead of searching I use Alexa voice.  Prime doesn't offer very many newer movies is the only negative.I also wished there was a way you could set it up to post newest movies first.,1,Positive,"[Love, can, download, watch, searching, use, does, offer, is, wished, was, could, set, post]",Love the fire stick. I can download watch great movies. Instead of searching I use Alexa voice.  Prime doesn't offer very many newer movies is the only negative.I also wished there was a way you could set it up to post newest movies first.,False,['Alexa']
2118,4,11002175,2018-07-31,Configuration: Fire TV Stick,A great product.  I would buy another.,1,Negative,"[would, buy]",A great product.  I would buy another.,False,[]
2124,5,11002181,2018-07-31,Configuration: Fire TV Stick,Easy to use,1,Negative,[use],Easy to use,False,[]
2123,5,11002180,2018-07-31,Configuration: Fire TV Stick,Very easy to use.,1,Negative,[use],Very easy to use.,False,[]
2122,5,11002179,2018-07-31,Configuration: Fire TV Stick,Totally clear picture with numerous channels available. Used for my kitchen tv,1,Negative,[Used],Totally clear picture with numerous channels available. Used for my kitchen tv,False,[]
2121,5,11002178,2018-07-31,Configuration: Fire TV Stick,Able to watch all of the shows I love and more.,1,Positive,"[watch, love]",Able to watch all of the shows I love and more.,False,[]
2120,5,11002177,2018-07-31,Configuration: Fire TV Stick,Loved it!! Wish I would have bought one sooner.,1,Positive,"[Loved, would, have, bought]",Loved it!! Wish I would have bought one sooner.,False,['Bought']
2119,4,11002176,2018-07-31,Configuration: Fire TV Stick,The power cord attachment tends to come loose from the outlet. The adapter may be too long and heavy. Not a big problem but annoying. When the unit is plugged in it works great.,1,Negative,"[tends, come, may, be, is, plugged, works]",The power cord attachment tends to come loose from the outlet. The adapter may be too long and heavy. Not a big problem but annoying. When the unit is plugged in it works great.,False,[]
2809,5,11002866,2018-07-31,Black  Dot,"Love it , this time it's a gift  for friend",1,Positive,"[Love, 's]","Love it , this time it's a gift  for friend",False,[]
1751,5,11001808,2018-07-31,Black  Plus,Plug n Play set up is simple. Added battery base to make it portable. Looking forward to using the hub.,1,Negative,"[set, is, Added, make, Looking, using]",Plug n Play set up is simple. Added battery base to make it portable. Looking forward to using the hub.,False,[]
4,5,11000061,2018-07-31,Charcoal Fabric ,Music,1,Negative,[],Music,False,[]
7,5,11000063,2018-07-31,Charcoal Fabric ,I think this is the 5th one I've purchased. I'm working on getting one in every room of my house. I really like what features they offer specifily playing music on all Echos and controlling the lights throughout my house.,1,Negative,"[think, is, 've, purchased, 'm, working, getting, like, features, offer, playing, controlling]","Without having a cellphone, I cannot use many of her features. I have an iPad but do not see that of any use.  It IS a great alarm.  If u r almost deaf, you can hear her alarm in the bedroom from out in the living room, so that is reason enough to keep her.It is fun to ask random questions to hear her response.  She does not seem to be very smartbon politics yet.",False,"['Purchase', 'Purchased', 'like']"
6,3,11000063,2018-07-31,Sandstone Fabric ,"Without having a cellphone, I cannot use many of her features. I have an iPad but do not see that of any use.  It IS a great alarm.  If u r almost deaf, you can hear her alarm in the bedroom from out in the living room, so that is reason enough to keep her.It is fun to ask random questions to hear her response.  She does not seem to be very smartbon politics yet.",1,Negative,"[having, can, use, have, do, see, IS, can, hear, is, keep, is, ask, hear, does, seem, be]","Without having a cellphone, I cannot use many of her features. I have an iPad but do not see that of any use.  It IS a great alarm.  If u r almost deaf, you can hear her alarm in the bedroom from out in the living room, so that is reason enough to keep her.It is fun to ask random questions to hear her response.  She does not seem to be very smartbon politics yet.",True,[]
5,5,11000062,2018-07-31,Heather Gray Fabric ,"I received the echo as a gift. I needed another Bluetooth or something to play music easily accessible, and found this smart speaker. Can’t wait to see what else it can do.",1,Negative,"[received, needed, play, found, Ca, wait, see, can, do]","I received the echo as a gift. I needed another Bluetooth or something to play music easily accessible, and found this smart speaker. Can’t wait to see what else it can do.",False,[]
3,5,11000060,2018-07-31,Charcoal Fabric ,"I have had a lot of fun with this thing. My 4 yr old learns about dinosaurs, i control the lights and play games like categories. Has nice sound when playing music as well.",1,Negative,"[have, had, control, play, Has, playing]","I have had a lot of fun with this thing. My 4 yr old learns about dinosaurs, i control the lights and play games like categories. Has nice sound when playing music as well.",False,"['Sound', 'like']"
2,4,11000059,2018-07-31,Walnut Finish ,"Sometimes while playing a game, you can answer a question correctly but Alexa says you got it wrong and answers the same as you.  I like being able to turn lights on and off while away from home.",1,Negative,"[playing, can, answer, says, got, answers, like, being, turn]",You’re all I need...na na nana!,False,"['Alexa', 'like']"
2441,5,11002498,2018-07-30,Configuration: Fire TV Stick,Awesome product,1,Negative,[],Awesome product,False,[]
2432,4,11002489,2018-07-30,Configuration: Fire TV Stick,"Super-Easy setup, only issue i find is that it occasionally loses connection with household network.",1,Negative,"[find, is, loses]","Super-Easy setup, only issue i find is that it occasionally loses connection with household network.",False,[]
2433,5,11002490,2018-07-30,Configuration: Fire TV Stick,Turned our old TV into a smart TV. Really easy interface. Have bought 4 now.,1,Negative,"[Turned, Have, bought]",Turned our old TV into a smart TV. Really easy interface. Have bought 4 now.,False,['Bought']
2434,5,11002491,2018-07-30,Configuration: Fire TV Stick,"Easy set up, works perfect.",1,Negative,"[set, works]","Easy set up, works perfect.",False,[]
2435,5,11002492,2018-07-30,Configuration: Fire TV Stick,This is an awesome product. I wanted to test out the differences between this and my Roku and both are very nice. I will likely be using this for traveling as well.,1,Negative,"[is, wanted, test, are, will, be, using, traveling]",This is an awesome product. I wanted to test out the differences between this and my Roku and both are very nice. I will likely be using this for traveling as well.,False,['like']
2436,5,11002493,2018-07-30,Configuration: Fire TV Stick,😄😄,1,Negative,[],😄😄,False,[]
2437,4,11002494,2018-07-30,Configuration: Fire TV Stick,Good wifi TV stick,1,Negative,[],Good wifi TV stick,False,[]
2438,5,11002495,2018-07-30,Configuration: Fire TV Stick,I love it,1,Positive,[love],I love it,False,[]
2439,1,11002496,2018-07-30,Configuration: Fire TV Stick,"Seems to work ok, but no youtube tv?  Really?  can't believe they would ban an app that so many people want to use.  I really wanted to like it, but when I couldn't install that particular app it became almost useless, almost.  Does most other stuff just fine, but I'll stick with my Roku.",0,Negative,"[Seems, work, ca, believe, would, ban, want, use, wanted, like, could, install, became, Does, 'll, stick]","Seems to work ok, but no youtube tv?  Really?  can't believe they would ban an app that so many people want to use.  I really wanted to like it, but when I couldn't install that particular app it became almost useless, almost.  Does most other stuff just fine, but I'll stick with my Roku.",False,['like']
2440,5,11002497,2018-07-30,Configuration: Fire TV Stick,This thing is great if you have internet and amazon prime.,1,Negative,"[is, have, amazon]",This thing is great if you have internet and amazon prime.,False,[]
75,5,11000132,2018-07-30,Charcoal Fabric ,It’s awesome,1,Negative,[’s],It’s awesome,False,[]
2430,4,11002487,2018-07-30,Configuration: Fire TV Stick, ,1,Negative,[], ,False,[]
2442,5,11002499,2018-07-30,Configuration: Fire TV Stick,"Easy set up, nice looking interface and I like the new slightly larger remote. I have a 1st Gen with the little remote and misplace it all the time. And great price!",1,Negative,"[set, looking, like, have, misplace]","Easy set up, nice looking interface and I like the new slightly larger remote. I have a 1st Gen with the little remote and misplace it all the time. And great price!",False,['like']
2443,5,11002500,2018-07-30,Configuration: Fire TV Stick,Great product and easy to use,1,Negative,[use],Great product and easy to use,False,[]
2444,5,11002501,2018-07-30,Configuration: Fire TV Stick,"Great gadget that installs, and works easily. Nice to not have another box taking up space too!",1,Negative,"[gadget, works, have, taking]","Great gadget that installs, and works easily. Nice to not have another box taking up space too!",False,[]
2445,5,11002502,2018-07-30,Configuration: Fire TV Stick,Excellent product and service.  Very easy to install and my daughter is very happy.,1,Negative,"[install, is]",Excellent product and service.  Very easy to install and my daughter is very happy.,False,[]
2446,5,11002503,2018-07-30,Configuration: Fire TV Stick,Great entertainment,1,Negative,[],Great entertainment,False,[]
2447,5,11002504,2018-07-30,Configuration: Fire TV Stick,Being able to use it with my Alexa Echo was great!,1,Negative,"[Being, use, was]",Being able to use it with my Alexa Echo was great!,False,['Alexa']
2448,5,11002505,2018-07-30,Configuration: Fire TV Stick,Easy to use and fast setup,1,Negative,[use],Easy to use and fast setup,False,[]
2449,5,11002506,2018-07-30,Configuration: Fire TV Stick,LOVE IT!!!!!,1,Positive,[],LOVE IT!!!!!,False,[]
2431,5,11002488,2018-07-30,Configuration: Fire TV Stick,Thought it was pretty cool new to streaming thing seemed easy to use,1,Negative,"[Thought, was, seemed, use]",Thought it was pretty cool new to streaming thing seemed easy to use,False,[]
2429,5,11002486,2018-07-30,Configuration: Fire TV Stick,Works like a charm...,1,Negative,[],Works like a charm...,False,['like']
50,5,11000107,2018-07-30,Charcoal Fabric ,"Excelente, lo unico es que no esta en español.",1,Negative,[],"Excelente, lo unico es que no esta en español.",False,[]
2415,5,11002472,2018-07-30,Configuration: Fire TV Stick,"This was purchased for our toy hauler, but it came the day before we left for a trip by plane.  It was wonderful to plug into our hotel TV and watch our normal tv shows rather than whatever was showing at the time and sit through commercials.",1,Negative,"[was, purchased, came, left, was, plug, watch, was, showing, sit]","This was purchased for our toy hauler, but it came the day before we left for a trip by plane.  It was wonderful to plug into our hotel TV and watch our normal tv shows rather than whatever was showing at the time and sit through commercials.",False,"['Purchase', 'Purchased']"
2404,5,11002461,2018-07-30,Configuration: Fire TV Stick,"Superb is all we can say.  Plugged the unit in, set up the HDMI and boom, we were watching better TV.  Thank you.",1,Negative,"[is, can, say, Plugged, set, were, watching, Thank]","Superb is all we can say.  Plugged the unit in, set up the HDMI and boom, we were watching better TV.  Thank you.",False,[]
2405,5,11002462,2018-07-30,Configuration: Fire TV Stick,It's like having your tv as a big tablet,1,Negative,"['s, having]",It's like having your tv as a big tablet,False,['like']
2406,5,11002463,2018-07-30,Configuration: Fire TV Stick,Loved them,1,Positive,[Loved],Loved them,False,[]
2407,5,11002464,2018-07-30,Configuration: Fire TV Stick,I am very pleased with the Fire Stick.,1,Negative,[am],I am very pleased with the Fire Stick.,False,[]
2408,5,11002465,2018-07-30,Configuration: Fire TV Stick,"works good, ni issues",1,Negative,[works],"works good, ni issues",False,[]
2409,5,11002466,2018-07-30,Configuration: Fire TV Stick,great price great product fire stick is the best i think works better then roku.,1,Negative,"[is, think, works, roku]",great price great product fire stick is the best i think works better then roku.,False,[]
2410,5,11002467,2018-07-30,Configuration: Fire TV Stick,Love how I can take it on vacation and use it. Very easy to set up.,1,Positive,"[Love, can, take, use, set]",Love how I can take it on vacation and use it. Very easy to set up.,False,[]
2411,5,11002468,2018-07-30,Configuration: Fire TV Stick,"As a user of Chromecast for years I have to say that the Firestick is a nice upgrade. I really like that I can download all the apps for different media sources like HBO, Showtime, etc. that I have free access to from my cable account but with the Firestick I get a better picture and can go directly to the shows I want to see. The downside was the time it took to download all the apps and set them up, but the good thing is that the setup is a onetime procedure.",1,Negative,"[have, say, is, like, can, download, have, get, can, go, want, see, was, took, download, set, is, is]","As a user of Chromecast for years I have to say that the Firestick is a nice upgrade. I really like that I can download all the apps for different media sources like HBO, Showtime, etc. that I have free access to from my cable account but with the Firestick I get a better picture and can go directly to the shows I want to see. The downside was the time it took to download all the apps and set them up, but the good thing is that the setup is a onetime procedure.",False,['like']
2412,5,11002469,2018-07-30,Configuration: Fire TV Stick,Currently own 3 Chromecast devices and tge Fire Stick is superior to them.  We are so pleased that we can watch programs on Netflix and Prime without a smart phone or computer.  Very easy to install and use!,1,Negative,"[own, is, are, can, watch, install, use]",Currently own 3 Chromecast devices and tge Fire Stick is superior to them.  We are so pleased that we can watch programs on Netflix and Prime without a smart phone or computer.  Very easy to install and use!,False,[]
2413,1,11002470,2018-07-30,Configuration: Fire TV Stick,Menu doesn’t work. Says it can’t connect to amazon network,0,Negative,"[does, work, Says, ca, connect, amazon]",Menu doesn’t work. Says it can’t connect to amazon network,False,[]
2414,1,11002471,2018-07-30,Configuration: Fire TV Stick,I would love this remote if i wasnt spending so much money replacing the batteries. Its upsetting that i spent money on such a great device all for the batteries not to last.,0,Positive,"[would, love, was, spending, replacing, spent, last]",I would love this remote if i wasnt spending so much money replacing the batteries. Its upsetting that i spent money on such a great device all for the batteries not to last.,False,[]
2416,5,11002473,2018-07-30,Configuration: Fire TV Stick,"Already had a firestick in our livingroom, great entertainment, had to get one for the bedroom.",1,Negative,"[had, had, get]","Already had a firestick in our livingroom, great entertainment, had to get one for the bedroom.",False,[]
2428,5,11002485,2018-07-30,Configuration: Fire TV Stick,"Everything about it is great, love the Alexa voice remote",1,Positive,"[is, love]","Everything about it is great, love the Alexa voice remote",False,['Alexa']
2417,5,11002474,2018-07-30,Configuration: Fire TV Stick,very good option,1,Negative,[],very good option,False,[]
